<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<TICKER>
2023-11-30T00:00:00.000000000,227.3,229.2,225.9,227.6,360874.419,BNB/USDT
2023-12-01T00:00:00.000000000,227.6,230.0,227.0,228.5,425879.275,BNB/USDT
2023-12-02T00:00:00.000000000,228.5,230.1,224.8,229.0,456196.933,BNB/USDT
2023-12-03T00:00:00.000000000,229.1,231.9,225.9,228.1,594689.614,BNB/USDT
2023-12-04T00:00:00.000000000,228.1,237.4,224.8,233.5,1475825.971,BNB/USDT
2023-12-05T00:00:00.000000000,233.5,234.9,227.9,231.2,861796.38,BNB/USDT
2023-12-06T00:00:00.000000000,231.3,234.8,228.6,229.4,858794.132,BNB/USDT
2023-12-07T00:00:00.000000000,229.5,234.8,228.3,232.6,793571.247,BNB/USDT
2023-12-08T00:00:00.000000000,232.6,240.0,232.2,238.9,764638.52,BNB/USDT
2023-12-09T00:00:00.000000000,238.8,245.5,236.3,237.7,838098.223,BNB/USDT
2023-12-10T00:00:00.000000000,237.8,241.4,236.8,239.8,433591.534,BNB/USDT
2023-12-11T00:00:00.000000000,239.8,248.2,228.0,246.4,2010717.772,BNB/USDT
2023-12-12T00:00:00.000000000,246.4,257.3,245.5,254.6,1877670.629,BNB/USDT
2023-12-13T00:00:00.000000000,254.6,255.9,244.1,252.0,1149182.339,BNB/USDT
2023-12-14T00:00:00.000000000,252.1,254.0,247.7,253.3,818946.787,BNB/USDT
2023-12-15T00:00:00.000000000,253.2,253.4,242.6,244.9,655654.892,BNB/USDT
2023-12-16T00:00:00.000000000,244.9,248.4,242.7,244.4,444080.33,BNB/USDT
2023-12-17T00:00:00.000000000,244.4,244.5,238.8,238.8,464957.446,BNB/USDT
2023-12-18T00:00:00.000000000,238.9,241.7,232.0,241.7,876189.244,BNB/USDT
2023-12-19T00:00:00.000000000,241.7,254.8,241.3,252.9,1569167.394,BNB/USDT
2023-12-20T00:00:00.000000000,252.8,261.9,250.1,260.3,1116951.002,BNB/USDT
2023-12-21T00:00:00.000000000,260.4,274.9,256.2,272.1,1286767.653,BNB/USDT
2023-12-22T00:00:00.000000000,272.1,276.5,264.9,271.1,967819.921,BNB/USDT
2023-12-23T00:00:00.000000000,271.1,272.0,265.6,271.0,408213.412,BNB/USDT
2023-12-24T00:00:00.000000000,271.0,272.9,261.9,264.5,572645.135,BNB/USDT
2023-12-25T00:00:00.000000000,264.4,268.2,261.5,266.9,469743.423,BNB/USDT
2023-12-26T00:00:00.000000000,266.8,303.2,264.0,297.7,2356245.345,BNB/USDT
2023-12-27T00:00:00.000000000,297.7,324.4,285.1,324.1,2126454.61,BNB/USDT
2023-12-28T00:00:00.000000000,324.0,338.3,320.0,322.6,2249136.219,BNB/USDT
2023-12-29T00:00:00.000000000,322.6,325.6,307.0,313.7,1407022.74,BNB/USDT
2023-12-30T00:00:00.000000000,313.7,320.8,312.2,317.1,561853.413,BNB/USDT
2023-12-31T00:00:00.000000000,317.0,325.5,307.4,311.8,667097.557,BNB/USDT
2024-01-01T00:00:00.000000000,311.9,316.0,307.0,313.5,619455.158,BNB/USDT
2024-01-02T00:00:00.000000000,313.5,321.3,305.8,312.2,937764.737,BNB/USDT
2024-01-03T00:00:00.000000000,312.3,334.3,293.6,315.8,2132158.122,BNB/USDT
2024-01-04T00:00:00.000000000,315.9,324.3,310.9,323.7,1133774.957,BNB/USDT
2024-01-05T00:00:00.000000000,323.6,327.3,308.6,317.5,1157056.276,BNB/USDT
2024-01-06T00:00:00.000000000,317.6,317.6,300.2,307.5,909358.183,BNB/USDT
2024-01-07T00:00:00.000000000,307.6,310.0,300.0,302.4,498367.089,BNB/USDT
2024-01-08T00:00:00.000000000,302.5,308.1,290.0,303.7,984590.842,BNB/USDT
2024-01-09T00:00:00.000000000,303.6,306.8,295.7,301.1,1401490.155,BNB/USDT
2024-01-10T00:00:00.000000000,301.1,310.0,288.8,305.8,1032565.477,BNB/USDT
2024-01-11T00:00:00.000000000,305.7,316.8,301.4,308.2,1179601.543,BNB/USDT
2024-01-12T00:00:00.000000000,308.2,313.0,289.1,296.6,1003340.774,BNB/USDT
2024-01-13T00:00:00.000000000,296.7,303.1,290.8,302.2,436784.239,BNB/USDT
2024-01-14T00:00:00.000000000,302.2,306.7,298.7,299.5,393054.947,BNB/USDT
2024-01-15T00:00:00.000000000,299.4,320.6,299.4,317.5,1704540.89,BNB/USDT
2024-01-16T00:00:00.000000000,317.6,319.4,313.0,315.2,951149.445,BNB/USDT
2024-01-17T00:00:00.000000000,315.1,316.3,306.8,309.4,1071343.496,BNB/USDT
2024-01-18T00:00:00.000000000,309.3,315.6,305.7,313.0,921121.889,BNB/USDT
2024-01-19T00:00:00.000000000,313.0,316.2,305.0,314.7,835724.4,BNB/USDT
2024-01-20T00:00:00.000000000,314.7,317.3,312.2,317.2,326090.187,BNB/USDT
2024-01-21T00:00:00.000000000,317.3,321.7,316.1,318.6,359764.313,BNB/USDT
2024-01-22T00:00:00.000000000,318.7,320.3,303.6,305.9,704437.647,BNB/USDT
2024-01-23T00:00:00.000000000,305.9,311.7,290.3,298.8,928195.378,BNB/USDT
2024-01-24T00:00:00.000000000,298.8,300.7,290.3,293.1,802312.815,BNB/USDT
2024-01-25T00:00:00.000000000,293.0,296.7,287.5,292.1,1004156.719,BNB/USDT
2024-01-26T00:00:00.000000000,292.1,304.2,290.7,302.2,709942.404,BNB/USDT
2024-01-27T00:00:00.000000000,302.2,307.7,301.9,305.6,285357.667,BNB/USDT
2024-01-28T00:00:00.000000000,305.7,309.1,303.1,305.3,409403.057,BNB/USDT
2024-01-29T00:00:00.000000000,305.3,311.0,304.4,310.7,442799.505,BNB/USDT
2024-01-30T00:00:00.000000000,310.7,313.1,306.3,307.6,386375.467,BNB/USDT
2024-01-31T00:00:00.000000000,307.7,308.2,298.6,300.5,459007.698,BNB/USDT
2024-02-01T00:00:00.000000000,300.5,302.2,296.4,300.2,373269.789,BNB/USDT
2024-02-02T00:00:00.000000000,300.2,305.2,299.8,301.4,309501.649,BNB/USDT
2024-02-03T00:00:00.000000000,301.4,303.8,299.5,299.7,198730.962,BNB/USDT
2024-02-04T00:00:00.000000000,299.6,307.7,298.0,304.7,503405.323,BNB/USDT
2024-02-05T00:00:00.000000000,304.7,306.8,299.5,301.2,488672.271,BNB/USDT
2024-02-06T00:00:00.000000000,301.2,304.1,300.9,302.7,260762.321,BNB/USDT
2024-02-07T00:00:00.000000000,302.8,308.7,300.7,307.3,352421.789,BNB/USDT
2024-02-08T00:00:00.000000000,307.4,320.6,307.3,319.2,921496.502,BNB/USDT
2024-02-09T00:00:00.000000000,319.2,326.3,317.9,324.0,739178.081,BNB/USDT
2024-02-10T00:00:00.000000000,324.0,325.4,318.9,323.0,321477.064,BNB/USDT
2024-02-11T00:00:00.000000000,323.0,324.9,320.1,320.7,280308.105,BNB/USDT
2024-02-12T00:00:00.000000000,320.6,332.2,315.6,327.8,576734.162,BNB/USDT
2024-02-13T00:00:00.000000000,327.9,329.2,318.6,324.7,441545.83,BNB/USDT
2024-02-14T00:00:00.000000000,324.6,334.6,323.4,333.9,452466.98,BNB/USDT
2024-02-15T00:00:00.000000000,333.9,366.6,333.3,354.2,1361590.403,BNB/USDT
2024-02-16T00:00:00.000000000,354.3,366.8,349.1,360.4,1061855.986,BNB/USDT
2024-02-17T00:00:00.000000000,360.4,363.7,348.2,352.9,630266.52,BNB/USDT
2024-02-18T00:00:00.000000000,352.9,358.1,349.1,349.8,495667.634,BNB/USDT
2024-02-19T00:00:00.000000000,349.8,356.2,349.3,351.6,830917.534,BNB/USDT
2024-02-20T00:00:00.000000000,351.7,361.6,344.8,354.6,972650.558,BNB/USDT
2024-02-21T00:00:00.000000000,354.6,379.3,350.9,379.2,1701415.313,BNB/USDT
2024-02-22T00:00:00.000000000,379.2,387.3,373.7,382.6,1409647.481,BNB/USDT
2024-02-23T00:00:00.000000000,382.7,385.8,369.0,375.5,1027891.295,BNB/USDT
2024-02-24T00:00:00.000000000,375.5,383.3,371.7,381.7,444587.481,BNB/USDT
2024-02-25T00:00:00.000000000,381.6,391.0,377.6,388.5,643002.671,BNB/USDT
2024-02-26T00:00:00.000000000,388.5,404.9,382.0,401.6,1196262.204,BNB/USDT
2024-02-27T00:00:00.000000000,401.5,403.7,389.6,394.6,915873.073,BNB/USDT
2024-02-28T00:00:00.000000000,394.6,427.3,394.1,414.6,1348008.995,BNB/USDT
2024-02-29T00:00:00.000000000,414.7,419.7,391.1,399.4,1146024.362,BNB/USDT
2024-03-01T00:00:00.000000000,399.3,408.6,398.8,407.4,586580.611,BNB/USDT
2024-03-02T00:00:00.000000000,407.4,414.8,405.8,410.9,590018.543,BNB/USDT
2024-03-03T00:00:00.000000000,410.9,416.8,402.2,414.5,838274.346,BNB/USDT
2024-03-04T00:00:00.000000000,414.5,423.8,410.6,418.4,1045414.001,BNB/USDT
2024-03-05T00:00:00.000000000,418.5,427.2,356.1,394.1,2073303.79,BNB/USDT
2024-03-06T00:00:00.000000000,394.1,434.7,385.6,429.4,1804741.112,BNB/USDT
2024-03-07T00:00:00.000000000,429.4,476.8,423.2,474.6,1672134.41,BNB/USDT
2024-03-08T00:00:00.000000000,474.6,489.6,462.5,485.8,1660311.361,BNB/USDT
2024-03-09T00:00:00.000000000,485.8,493.8,480.7,488.3,852029.241,BNB/USDT
2024-03-10T00:00:00.000000000,488.3,537.5,484.8,528.9,1944137.084,BNB/USDT
2024-03-11T00:00:00.000000000,528.9,533.8,505.5,523.0,1608146.397,BNB/USDT
2024-03-12T00:00:00.000000000,523.0,548.5,519.0,537.5,1924767.687,BNB/USDT
2024-03-13T00:00:00.000000000,537.4,633.5,531.7,630.5,2526002.564,BNB/USDT
2024-03-14T00:00:00.000000000,630.5,631.5,565.5,603.2,2119540.3,BNB/USDT
2024-03-15T00:00:00.000000000,603.2,635.2,540.9,632.7,3066312.788,BNB/USDT
2024-03-16T00:00:00.000000000,632.7,645.2,567.2,576.4,1811838.042,BNB/USDT
2024-03-17T00:00:00.000000000,576.4,590.5,548.6,571.7,1712920.341,BNB/USDT
2024-03-18T00:00:00.000000000,571.7,587.7,540.1,555.4,2284301.814,BNB/USDT
2024-03-19T00:00:00.000000000,555.4,560.6,495.8,507.7,2551361.512,BNB/USDT
2024-03-20T00:00:00.000000000,507.7,559.0,500.0,556.8,1425296.579,BNB/USDT
2024-03-21T00:00:00.000000000,556.7,571.0,540.6,553.8,953921.372,BNB/USDT
2024-03-22T00:00:00.000000000,553.8,588.1,535.5,553.8,1181298.51,BNB/USDT
2024-03-23T00:00:00.000000000,553.8,567.7,543.4,551.9,608753.329,BNB/USDT
2024-03-24T00:00:00.000000000,551.9,573.0,548.7,567.7,442930.35,BNB/USDT
2024-03-25T00:00:00.000000000,567.8,598.0,564.4,587.0,802695.512,BNB/USDT
2024-03-26T00:00:00.000000000,587.1,597.0,571.9,580.4,569324.079,BNB/USDT
2024-03-27T00:00:00.000000000,580.4,585.6,560.3,574.3,531668.402,BNB/USDT
2024-03-28T00:00:00.000000000,574.2,591.7,574.1,583.4,503901.624,BNB/USDT
2024-03-29T00:00:00.000000000,583.4,620.0,582.1,612.5,1042401.169,BNB/USDT
2024-03-30T00:00:00.000000000,612.5,612.9,596.9,600.7,501020.148,BNB/USDT
2024-03-31T00:00:00.000000000,600.7,608.8,600.4,606.7,325136.967,BNB/USDT
2024-04-01T00:00:00.000000000,606.7,607.7,568.7,575.8,723114.09,BNB/USDT
2024-04-02T00:00:00.000000000,575.8,578.2,546.3,551.4,998260.814,BNB/USDT
2024-04-03T00:00:00.000000000,551.4,567.9,539.0,561.5,683925.233,BNB/USDT
2024-04-04T00:00:00.000000000,561.6,597.6,560.8,585.5,879640.68,BNB/USDT
2024-04-05T00:00:00.000000000,585.4,591.5,564.4,577.8,634206.619,BNB/USDT
2024-04-06T00:00:00.000000000,577.8,591.3,575.1,585.4,226975.996,BNB/USDT
2024-04-07T00:00:00.000000000,585.5,591.1,578.0,583.9,263849.216,BNB/USDT
2024-04-08T00:00:00.000000000,583.8,601.1,577.7,586.4,483568.312,BNB/USDT
2024-04-09T00:00:00.000000000,586.3,590.3,571.2,580.5,596275.792,BNB/USDT
2024-04-10T00:00:00.000000000,580.4,610.6,573.4,609.7,816050.7,BNB/USDT
2024-04-11T00:00:00.000000000,609.7,618.4,592.0,604.6,579678.194,BNB/USDT
2024-04-12T00:00:00.000000000,604.6,634.5,571.0,595.6,1517722.658,BNB/USDT
2024-04-13T00:00:00.000000000,595.6,600.2,508.0,553.1,1761628.473,BNB/USDT
2024-04-14T00:00:00.000000000,553.0,576.0,536.1,566.4,965488.003,BNB/USDT
2024-04-15T00:00:00.000000000,566.4,585.5,544.7,552.7,698443.303,BNB/USDT
2024-04-16T00:00:00.000000000,552.7,554.2,522.8,537.6,623668.813,BNB/USDT
2024-04-17T00:00:00.000000000,537.5,547.9,512.6,534.1,657909.358,BNB/USDT
2024-04-18T00:00:00.000000000,534.0,555.9,527.0,552.1,589697.296,BNB/USDT
2024-04-19T00:00:00.000000000,552.0,564.3,524.0,554.0,545504.183,BNB/USDT
2024-04-20T00:00:00.000000000,554.1,574.3,548.8,570.9,242132.859,BNB/USDT
2024-04-21T00:00:00.000000000,570.9,582.6,566.3,579.6,277755.724,BNB/USDT
2024-04-22T00:00:00.000000000,579.6,608.7,578.4,604.5,522892.157,BNB/USDT
2024-04-23T00:00:00.000000000,604.4,618.3,598.7,606.2,556883.344,BNB/USDT
2024-04-24T00:00:00.000000000,606.2,618.5,592.6,608.8,656953.677,BNB/USDT
2024-04-25T00:00:00.000000000,608.8,617.9,600.7,613.2,453745.517,BNB/USDT
2024-04-26T00:00:00.000000000,613.3,615.0,597.0,598.0,302119.884,BNB/USDT
2024-04-27T00:00:00.000000000,598.0,599.7,585.0,596.2,268783.912,BNB/USDT
2024-04-28T00:00:00.000000000,596.2,609.0,596.2,600.2,258059.431,BNB/USDT
2024-04-29T00:00:00.000000000,600.2,602.8,581.3,592.8,330474.005,BNB/USDT
2024-04-30T00:00:00.000000000,592.8,604.3,555.7,578.4,766513.446,BNB/USDT
2024-05-01T00:00:00.000000000,578.4,580.4,536.7,561.8,669027.318,BNB/USDT
2024-05-02T00:00:00.000000000,561.8,565.9,539.5,560.5,359794.315,BNB/USDT
2024-05-03T00:00:00.000000000,560.5,590.0,558.9,587.0,342906.433,BNB/USDT
2024-05-04T00:00:00.000000000,587.0,593.6,582.5,585.7,197129.251,BNB/USDT
2024-05-05T00:00:00.000000000,585.7,595.0,579.3,592.0,180458.236,BNB/USDT
2024-05-06T00:00:00.000000000,592.0,602.3,583.1,588.2,278669.005,BNB/USDT
2024-05-07T00:00:00.000000000,588.2,600.4,576.0,576.5,289488.709,BNB/USDT
2024-05-08T00:00:00.000000000,576.5,590.0,574.4,588.6,297016.617,BNB/USDT
2024-05-09T00:00:00.000000000,588.6,605.8,586.3,596.8,464857.601,BNB/USDT
2024-05-10T00:00:00.000000000,596.8,597.0,581.5,585.6,296215.516,BNB/USDT
2024-05-11T00:00:00.000000000,585.7,594.5,580.8,592.2,210698.305,BNB/USDT
2024-05-12T00:00:00.000000000,592.2,600.1,587.3,594.8,191190.562,BNB/USDT
2024-05-13T00:00:00.000000000,594.8,598.4,585.2,591.7,389810.286,BNB/USDT
2024-05-14T00:00:00.000000000,591.7,593.1,562.0,567.1,453308.316,BNB/USDT
2024-05-15T00:00:00.000000000,567.1,587.3,560.0,581.0,402812.993,BNB/USDT
2024-05-16T00:00:00.000000000,581.0,586.6,565.1,569.2,411937.056,BNB/USDT
2024-05-17T00:00:00.000000000,569.2,584.5,568.6,580.9,236919.616,BNB/USDT
2024-05-18T00:00:00.000000000,580.9,581.9,574.2,580.3,168074.711,BNB/USDT
2024-05-19T00:00:00.000000000,580.3,581.9,571.3,574.5,142157.485,BNB/USDT
2024-05-20T00:00:00.000000000,574.6,602.0,568.8,599.6,469252.806,BNB/USDT
2024-05-21T00:00:00.000000000,599.6,631.4,593.3,618.5,1023559.613,BNB/USDT
2024-05-22T00:00:00.000000000,618.5,626.3,610.1,614.8,404848.487,BNB/USDT
2024-05-23T00:00:00.000000000,614.8,617.5,580.0,599.3,607671.947,BNB/USDT
2024-05-24T00:00:00.000000000,599.4,605.5,588.3,600.3,251965.176,BNB/USDT
2024-05-25T00:00:00.000000000,600.3,606.7,599.5,602.4,121538.958,BNB/USDT
2024-05-26T00:00:00.000000000,602.3,605.4,598.0,600.2,122983.66,BNB/USDT
2024-05-27T00:00:00.000000000,600.3,614.4,599.6,603.9,229302.377,BNB/USDT
2024-05-28T00:00:00.000000000,603.9,606.0,593.8,601.7,284862.985,BNB/USDT
2024-05-29T00:00:00.000000000,601.7,603.6,593.1,595.7,212706.254,BNB/USDT
2024-05-30T00:00:00.000000000,595.7,602.2,586.5,595.1,225452.344,BNB/USDT
2024-05-31T00:00:00.000000000,595.1,599.0,590.0,593.7,168608.054,BNB/USDT
2024-06-01T00:00:00.000000000,593.8,608.4,593.1,601.9,156464.894,BNB/USDT
2024-06-02T00:00:00.000000000,601.9,606.0,596.0,602.9,198299.996,BNB/USDT
2024-06-03T00:00:00.000000000,602.8,638.8,601.2,626.4,654161.467,BNB/USDT
2024-06-04T00:00:00.000000000,626.4,688.2,624.8,685.7,736322.6803,BNB/USDT
2024-06-05T00:00:00.000000000,685.7,716.0,684.7,698.8,673820.5652,BNB/USDT
2024-06-06T00:00:00.000000000,698.8,721.8,692.0,711.2,544042.9592,BNB/USDT
2024-06-07T00:00:00.000000000,711.1,712.0,658.9,684.0,594753.99,BNB/USDT
2024-06-08T00:00:00.000000000,684.0,694.9,677.9,682.7,216849.473,BNB/USDT
2024-06-09T00:00:00.000000000,682.7,684.8,670.3,673.0,173565.78,BNB/USDT
2024-06-10T00:00:00.000000000,673.1,674.8,613.3,625.1,692122.616,BNB/USDT
2024-06-11T00:00:00.000000000,625.1,629.0,595.8,602.5,640655.92,BNB/USDT
2024-06-12T00:00:00.000000000,602.5,635.4,591.3,619.4,454148.661,BNB/USDT
2024-06-13T00:00:00.000000000,619.4,619.9,595.6,599.8,313465.472,BNB/USDT
2024-06-14T00:00:00.000000000,599.8,612.5,590.0,603.3,279802.085,BNB/USDT
2024-06-15T00:00:00.000000000,603.3,609.7,601.3,608.2,122650.197,BNB/USDT
2024-06-16T00:00:00.000000000,608.2,611.8,601.1,610.8,104827.154,BNB/USDT
2024-06-17T00:00:00.000000000,610.9,612.6,591.4,604.3,235509.028,BNB/USDT
2024-06-18T00:00:00.000000000,604.3,605.2,575.0,588.6,459142.573,BNB/USDT
2024-06-19T00:00:00.000000000,588.6,605.9,586.6,599.3,260529.062,BNB/USDT
2024-06-20T00:00:00.000000000,599.3,608.0,584.6,587.7,289498.772,BNB/USDT
2024-06-21T00:00:00.000000000,587.7,589.3,577.8,586.1,191182.614,BNB/USDT
2024-06-22T00:00:00.000000000,586.2,591.4,581.0,591.1,100439.584,BNB/USDT
2024-06-23T00:00:00.000000000,591.1,593.2,576.0,577.5,141025.834,BNB/USDT
2024-06-24T00:00:00.000000000,577.5,582.0,551.2,568.1,356915.248,BNB/USDT
2024-06-25T00:00:00.000000000,568.1,580.0,566.4,578.2,177300.699,BNB/USDT
2024-06-26T00:00:00.000000000,578.3,584.7,567.4,573.0,154770.344,BNB/USDT
2024-06-27T00:00:00.000000000,573.1,584.7,566.4,581.7,199582.231,BNB/USDT
2024-06-28T00:00:00.000000000,581.8,585.3,565.6,567.4,210308.565,BNB/USDT
2024-06-29T00:00:00.000000000,567.4,573.9,566.9,570.0,99951.169,BNB/USDT
2024-06-30T00:00:00.000000000,570.0,585.3,568.3,582.2,169894.148,BNB/USDT
2024-07-01T00:00:00.000000000,582.3,588.3,576.2,576.9,188481.951,BNB/USDT
2024-07-02T00:00:00.000000000,576.9,582.0,573.9,580.1,144561.934,BNB/USDT
2024-07-03T00:00:00.000000000,580.1,581.0,550.5,556.7,288318.808,BNB/USDT
2024-07-04T00:00:00.000000000,556.7,558.1,511.6,513.6,511359.494,BNB/USDT
2024-07-05T00:00:00.000000000,513.5,516.1,454.8,497.7,992708.164,BNB/USDT
2024-07-06T00:00:00.000000000,497.8,530.7,496.0,526.0,226597.141,BNB/USDT
2024-07-07T00:00:00.000000000,526.0,526.6,488.4,490.7,279027.459,BNB/USDT
2024-07-08T00:00:00.000000000,490.7,524.2,471.0,510.6,580970.096,BNB/USDT
2024-07-09T00:00:00.000000000,510.5,520.8,506.5,516.9,203358.601,BNB/USDT
2024-07-10T00:00:00.000000000,516.9,529.4,511.3,524.7,205460.208,BNB/USDT
2024-07-11T00:00:00.000000000,524.7,545.1,520.1,524.8,262788.577,BNB/USDT
2024-07-12T00:00:00.000000000,524.9,537.5,517.0,533.8,207870.778,BNB/USDT
2024-07-13T00:00:00.000000000,533.9,539.4,527.3,532.4,161128.431,BNB/USDT
2024-07-14T00:00:00.000000000,532.5,547.7,531.2,544.8,148566.273,BNB/USDT
2024-07-15T00:00:00.000000000,544.9,586.8,543.8,585.3,335372.772,BNB/USDT
2024-07-16T00:00:00.000000000,585.3,587.5,554.4,576.2,347825.03,BNB/USDT
2024-07-17T00:00:00.000000000,576.3,584.0,564.3,568.9,198271.205,BNB/USDT
2024-07-18T00:00:00.000000000,568.9,579.6,561.6,571.9,153121.784,BNB/USDT
2024-07-19T00:00:00.000000000,572.0,598.7,565.0,593.4,331877.529,BNB/USDT
2024-07-20T00:00:00.000000000,593.4,597.9,586.7,593.1,144679.404,BNB/USDT
2024-07-21T00:00:00.000000000,593.2,603.4,581.5,602.5,243931.763,BNB/USDT
2024-07-22T00:00:00.000000000,602.5,605.6,580.3,587.2,212452.69,BNB/USDT
2024-07-23T00:00:00.000000000,587.3,593.5,577.2,581.9,214355.311,BNB/USDT
2024-07-24T00:00:00.000000000,582.0,589.1,570.4,574.9,160535.208,BNB/USDT
2024-07-25T00:00:00.000000000,574.9,576.6,553.1,570.6,286997.522,BNB/USDT
2024-07-26T00:00:00.000000000,570.7,582.8,570.2,580.9,155492.92,BNB/USDT
2024-07-27T00:00:00.000000000,580.9,592.8,572.6,581.6,184468.855,BNB/USDT
2024-07-28T00:00:00.000000000,581.6,584.9,574.5,583.9,92606.642,BNB/USDT
2024-07-29T00:00:00.000000000,583.9,598.0,572.2,574.3,213824.089,BNB/USDT
2024-07-30T00:00:00.000000000,574.3,588.3,566.6,588.2,165024.413,BNB/USDT
2024-07-31T00:00:00.000000000,588.1,592.9,574.7,576.5,194701.723,BNB/USDT
2024-08-01T00:00:00.000000000,576.5,578.0,553.7,575.1,280418.865,BNB/USDT
2024-08-02T00:00:00.000000000,575.2,577.6,540.2,542.9,283605.001,BNB/USDT
2024-08-03T00:00:00.000000000,542.9,545.3,521.3,529.6,245777.525,BNB/USDT
2024-08-04T00:00:00.000000000,529.7,532.2,486.5,496.9,390238.285,BNB/USDT
2024-08-05T00:00:00.000000000,496.9,499.9,400.0,464.2,2114679.75,BNB/USDT
2024-08-06T00:00:00.000000000,464.3,494.4,463.5,484.8,458815.007,BNB/USDT
2024-08-07T00:00:00.000000000,484.9,497.7,468.1,475.0,322182.487,BNB/USDT
2024-08-08T00:00:00.000000000,475.0,521.7,467.5,517.1,286744.608,BNB/USDT
2024-08-09T00:00:00.000000000,517.2,518.4,498.7,508.7,195125.106,BNB/USDT
2024-08-10T00:00:00.000000000,508.7,525.4,507.2,523.1,126212.238,BNB/USDT
2024-08-11T00:00:00.000000000,523.2,535.8,502.3,503.4,206038.714,BNB/USDT
2024-08-12T00:00:00.000000000,503.5,524.0,499.2,518.2,285951.347,BNB/USDT
2024-08-13T00:00:00.000000000,518.3,527.0,513.1,524.2,255029.497,BNB/USDT
2024-08-14T00:00:00.000000000,524.2,531.9,515.4,523.4,220850.011,BNB/USDT
2024-08-15T00:00:00.000000000,523.4,533.9,510.0,519.2,229628.306,BNB/USDT
2024-08-16T00:00:00.000000000,519.2,524.5,509.9,519.7,174036.141,BNB/USDT
2024-08-17T00:00:00.000000000,519.7,547.7,518.3,541.6,196365.586,BNB/USDT
2024-08-18T00:00:00.000000000,541.7,542.6,530.8,531.2,148890.018,BNB/USDT
2024-08-19T00:00:00.000000000,531.3,560.7,529.1,558.4,233275.352,BNB/USDT
2024-08-20T00:00:00.000000000,558.5,574.9,558.2,569.4,422053.693,BNB/USDT
2024-08-21T00:00:00.000000000,569.4,575.1,546.1,570.1,345601.77,BNB/USDT
2024-08-22T00:00:00.000000000,570.2,590.0,559.7,582.9,365020.284,BNB/USDT
2024-08-23T00:00:00.000000000,583.0,600.6,574.3,591.7,387772.663,BNB/USDT
2024-08-24T00:00:00.000000000,591.7,592.4,574.6,580.5,325168.897,BNB/USDT
2024-08-25T00:00:00.000000000,580.5,583.9,569.0,573.9,195984.559,BNB/USDT
2024-08-26T00:00:00.000000000,573.9,575.6,546.7,548.2,280985.576,BNB/USDT
2024-08-27T00:00:00.000000000,548.3,558.3,520.5,533.3,298073.974,BNB/USDT
2024-08-28T00:00:00.000000000,533.3,546.8,522.4,537.0,269794.777,BNB/USDT
2024-08-29T00:00:00.000000000,537.0,545.5,530.9,536.4,166187.113,BNB/USDT
2024-08-30T00:00:00.000000000,536.4,543.4,522.0,535.2,197825.895,BNB/USDT
2024-08-31T00:00:00.000000000,535.2,541.5,531.1,532.9,95954.072,BNB/USDT
2024-09-01T00:00:00.000000000,532.9,533.2,507.7,512.4,203698.867,BNB/USDT
2024-09-02T00:00:00.000000000,512.3,530.2,501.5,526.3,262984.426,BNB/USDT
2024-09-03T00:00:00.000000000,526.4,538.4,517.9,518.7,224481.65,BNB/USDT
2024-09-04T00:00:00.000000000,518.8,523.7,495.8,507.6,435892.306,BNB/USDT
2024-09-05T00:00:00.000000000,507.6,512.9,496.7,502.4,177237.32,BNB/USDT
2024-09-06T00:00:00.000000000,502.4,509.9,471.3,487.2,357704.727,BNB/USDT
2024-09-07T00:00:00.000000000,487.3,499.5,482.9,493.5,140367.312,BNB/USDT
2024-09-08T00:00:00.000000000,493.6,506.9,490.7,503.1,135677.173,BNB/USDT
2024-09-09T00:00:00.000000000,503.2,525.7,501.7,518.7,207528.54,BNB/USDT
2024-09-10T00:00:00.000000000,518.7,524.3,509.2,517.0,161417.812,BNB/USDT
2024-09-11T00:00:00.000000000,517.0,535.4,506.5,530.1,204079.602,BNB/USDT
2024-09-12T00:00:00.000000000,530.2,548.7,530.0,544.5,273877.8,BNB/USDT
2024-09-13T00:00:00.000000000,544.6,559.7,538.7,556.4,276743.273,BNB/USDT
2024-09-14T00:00:00.000000000,556.4,559.2,547.5,553.3,138432.964,BNB/USDT
2024-09-15T00:00:00.000000000,553.4,561.9,546.0,553.4,205254.79,BNB/USDT
2024-09-16T00:00:00.000000000,553.4,555.2,527.0,533.7,267953.69,BNB/USDT
2024-09-17T00:00:00.000000000,533.7,552.7,529.0,546.2,195288.36,BNB/USDT
2024-09-18T00:00:00.000000000,546.2,559.7,536.8,559.5,201182.985,BNB/USDT
2024-09-19T00:00:00.000000000,559.5,572.2,553.0,567.0,308427.742,BNB/USDT
2024-09-20T00:00:00.000000000,566.9,577.1,555.0,569.0,257077.709,BNB/USDT
2024-09-21T00:00:00.000000000,569.1,590.0,566.4,588.6,208752.23,BNB/USDT
2024-09-22T00:00:00.000000000,588.7,594.6,576.4,588.7,202978.791,BNB/USDT
2024-09-23T00:00:00.000000000,588.7,597.8,583.4,595.5,53070.484,BNB/USDT
2023-05-13T00:00:00.000000000,0.4305,0.4306,0.4227,0.424,102125283.0,XRP/USDT
2023-05-14T00:00:00.000000000,0.424,0.4317,0.421,0.4253,97517794.0,XRP/USDT
