<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<TICKER>
2023-06-22T00:00:00.000000000,1889.1,1933.17,1865.98,1872.01,416714.5719,ETH/USDT
2023-06-23T00:00:00.000000000,1872.0,1936.42,1861.01,1892.63,401147.9324,ETH/USDT
2023-06-24T00:00:00.000000000,1892.63,1906.0,1864.77,1874.96,226910.2941,ETH/USDT
2023-06-25T00:00:00.000000000,1874.95,1930.0,1868.83,1898.8,338757.6158,ETH/USDT
2023-06-26T00:00:00.000000000,1898.8,1909.1,1837.18,1858.97,458743.861,ETH/USDT
2023-06-27T00:00:00.000000000,1858.97,1912.53,1855.19,1889.58,366634.5707,ETH/USDT
2023-06-28T00:00:00.000000000,1889.58,1890.19,1816.56,1828.02,337836.5792,ETH/USDT
2023-06-29T00:00:00.000000000,1828.03,1880.0,1827.84,1851.99,241844.8281,ETH/USDT
2023-06-30T00:00:00.000000000,1851.99,1948.6,1825.01,1933.79,716538.1035,ETH/USDT
2023-07-01T00:00:00.000000000,1933.8,1944.56,1909.44,1924.5,178373.3688,ETH/USDT
2023-07-02T00:00:00.000000000,1924.5,1959.2,1885.75,1937.48,255852.7832,ETH/USDT
2023-07-03T00:00:00.000000000,1937.49,1976.16,1933.55,1955.54,322102.4295,ETH/USDT
2023-07-04T00:00:00.000000000,1955.55,1967.08,1931.58,1936.2,205525.0984,ETH/USDT
2023-07-05T00:00:00.000000000,1936.19,1942.5,1894.51,1910.36,267633.4783,ETH/USDT
2023-07-06T00:00:00.000000000,1910.35,1958.0,1846.0,1846.17,456362.741,ETH/USDT
2023-07-07T00:00:00.000000000,1846.17,1878.0,1826.0,1870.91,232944.3466,ETH/USDT
2023-07-08T00:00:00.000000000,1870.92,1876.0,1842.8,1865.24,125819.8273,ETH/USDT
2023-07-09T00:00:00.000000000,1865.24,1879.36,1856.15,1862.8,135046.3743,ETH/USDT
2023-07-10T00:00:00.000000000,1862.81,1905.5,1846.63,1880.4,247868.1494,ETH/USDT
2023-07-11T00:00:00.000000000,1880.41,1891.99,1862.38,1878.3,177771.6117,ETH/USDT
2023-07-12T00:00:00.000000000,1878.31,1902.0,1864.37,1871.82,264406.8673,ETH/USDT
2023-07-13T00:00:00.000000000,1871.82,2012.63,1862.59,2004.49,548861.4207,ETH/USDT
2023-07-14T00:00:00.000000000,2004.49,2029.11,1898.39,1937.83,498724.0359,ETH/USDT
2023-07-15T00:00:00.000000000,1937.82,1946.37,1926.23,1931.41,135181.7663,ETH/USDT
2023-07-16T00:00:00.000000000,1931.41,1943.55,1914.0,1922.11,148667.1051,ETH/USDT
2023-07-17T00:00:00.000000000,1922.12,1936.18,1873.26,1911.2,277159.0349,ETH/USDT
2023-07-18T00:00:00.000000000,1911.21,1917.19,1875.73,1897.21,215780.5006,ETH/USDT
2023-07-19T00:00:00.000000000,1897.21,1922.04,1882.17,1888.63,218045.0005,ETH/USDT
2023-07-20T00:00:00.000000000,1888.64,1929.05,1878.0,1891.59,292907.5164,ETH/USDT
2023-07-21T00:00:00.000000000,1891.59,1905.74,1884.64,1891.73,165554.0428,ETH/USDT
2023-07-22T00:00:00.000000000,1891.73,1897.35,1851.18,1866.52,131901.6487,ETH/USDT
2023-07-23T00:00:00.000000000,1866.52,1905.25,1857.82,1888.73,153501.0178,ETH/USDT
2023-07-24T00:00:00.000000000,1888.74,1890.86,1833.19,1850.0,276504.5547,ETH/USDT
2023-07-25T00:00:00.000000000,1850.0,1868.71,1845.45,1857.66,152251.21,ETH/USDT
2023-07-26T00:00:00.000000000,1857.66,1888.0,1848.35,1872.0,272090.5333,ETH/USDT
2023-07-27T00:00:00.000000000,1871.99,1886.11,1854.84,1861.28,163766.4259,ETH/USDT
2023-07-28T00:00:00.000000000,1861.29,1883.39,1856.52,1874.19,138695.7147,ETH/USDT
2023-07-29T00:00:00.000000000,1874.2,1886.58,1869.54,1880.46,72867.0269,ETH/USDT
2023-07-30T00:00:00.000000000,1880.45,1885.3,1848.17,1861.79,158657.5902,ETH/USDT
2023-07-31T00:00:00.000000000,1861.79,1877.4,1851.02,1856.14,168204.4534,ETH/USDT
2023-08-01T00:00:00.000000000,1856.13,1875.62,1813.8,1873.47,358476.0966,ETH/USDT
2023-08-02T00:00:00.000000000,1873.48,1879.74,1821.21,1839.9,254213.0553,ETH/USDT
2023-08-03T00:00:00.000000000,1839.9,1859.12,1826.0,1835.81,171148.052,ETH/USDT
2023-08-04T00:00:00.000000000,1835.81,1851.31,1815.74,1830.23,187699.4552,ETH/USDT
2023-08-05T00:00:00.000000000,1830.24,1839.0,1827.5,1836.48,93657.3255,ETH/USDT
2023-08-06T00:00:00.000000000,1836.48,1838.58,1825.86,1830.28,90403.9915,ETH/USDT
2023-08-07T00:00:00.000000000,1830.28,1847.0,1802.0,1829.1,224092.9059,ETH/USDT
2023-08-08T00:00:00.000000000,1829.1,1876.51,1826.33,1856.3,236336.03,ETH/USDT
2023-08-09T00:00:00.000000000,1856.3,1871.99,1846.28,1855.35,191926.8343,ETH/USDT
2023-08-10T00:00:00.000000000,1855.36,1865.95,1845.38,1852.47,127321.4553,ETH/USDT
2023-08-11T00:00:00.000000000,1852.47,1857.26,1838.05,1848.84,113209.3103,ETH/USDT
2023-08-12T00:00:00.000000000,1848.84,1854.01,1846.08,1849.93,63292.6476,ETH/USDT
2023-08-13T00:00:00.000000000,1849.94,1862.0,1834.51,1840.73,120674.1364,ETH/USDT
2023-08-14T00:00:00.000000000,1840.73,1856.5,1835.0,1845.5,150196.1203,ETH/USDT
2023-08-15T00:00:00.000000000,1845.5,1847.36,1814.0,1828.98,186081.6989,ETH/USDT
2023-08-16T00:00:00.000000000,1828.98,1831.52,1798.17,1807.81,205430.7368,ETH/USDT
2023-08-17T00:00:00.000000000,1807.81,1809.99,1550.0,1681.49,812138.2159,ETH/USDT
2023-08-18T00:00:00.000000000,1681.49,1699.4,1641.02,1661.59,538083.1018,ETH/USDT
2023-08-19T00:00:00.000000000,1661.6,1696.72,1654.31,1669.67,231919.0485,ETH/USDT
2023-08-20T00:00:00.000000000,1669.68,1694.75,1662.03,1685.24,195623.5263,ETH/USDT
2023-08-21T00:00:00.000000000,1685.23,1688.59,1649.4,1667.55,250835.1518,ETH/USDT
2023-08-22T00:00:00.000000000,1667.56,1669.38,1580.0,1634.99,402012.045,ETH/USDT
2023-08-23T00:00:00.000000000,1635.0,1702.11,1629.05,1679.61,374761.1088,ETH/USDT
2023-08-24T00:00:00.000000000,1679.61,1683.37,1635.28,1661.16,231539.7805,ETH/USDT
2023-08-25T00:00:00.000000000,1661.16,1677.22,1635.51,1653.8,236261.6898,ETH/USDT
2023-08-26T00:00:00.000000000,1653.79,1655.59,1644.0,1647.04,79175.425,ETH/USDT
2023-08-27T00:00:00.000000000,1647.03,1660.24,1646.32,1658.33,87789.9196,ETH/USDT
2023-08-28T00:00:00.000000000,1658.33,1664.34,1621.75,1653.08,214351.0143,ETH/USDT
2023-08-29T00:00:00.000000000,1653.08,1745.84,1640.0,1729.42,494371.0823,ETH/USDT
2023-08-30T00:00:00.000000000,1729.41,1730.93,1694.34,1705.23,202841.4402,ETH/USDT
2023-08-31T00:00:00.000000000,1705.23,1729.0,1630.0,1645.76,330518.2668,ETH/USDT
2023-09-01T00:00:00.000000000,1645.77,1654.53,1602.33,1629.12,302406.1686,ETH/USDT
2023-09-02T00:00:00.000000000,1629.13,1645.0,1628.03,1637.03,102145.9476,ETH/USDT
2023-09-03T00:00:00.000000000,1637.02,1647.5,1625.14,1635.84,116767.2862,ETH/USDT
2023-09-04T00:00:00.000000000,1635.84,1644.82,1616.32,1630.51,168010.9056,ETH/USDT
2023-09-05T00:00:00.000000000,1630.52,1648.02,1609.69,1634.45,204365.4907,ETH/USDT
2023-09-06T00:00:00.000000000,1634.46,1670.0,1609.2,1633.15,219541.0193,ETH/USDT
2023-09-07T00:00:00.000000000,1633.15,1660.0,1623.4,1648.11,228558.2782,ETH/USDT
2023-09-08T00:00:00.000000000,1648.11,1658.93,1616.21,1636.44,221570.0458,ETH/USDT
2023-09-09T00:00:00.000000000,1636.43,1637.52,1629.74,1635.54,58519.6229,ETH/USDT
2023-09-10T00:00:00.000000000,1635.53,1635.7,1600.0,1617.42,207957.8428,ETH/USDT
2023-09-11T00:00:00.000000000,1617.42,1619.0,1531.01,1551.85,417424.8189,ETH/USDT
2023-09-12T00:00:00.000000000,1551.84,1626.0,1549.67,1592.97,329739.9685,ETH/USDT
2023-09-13T00:00:00.000000000,1592.97,1619.3,1581.88,1607.62,223409.2889,ETH/USDT
2023-09-14T00:00:00.000000000,1607.61,1644.29,1607.05,1626.47,275301.1505,ETH/USDT
2023-09-15T00:00:00.000000000,1626.48,1654.08,1611.42,1641.29,181340.024,ETH/USDT
2023-09-16T00:00:00.000000000,1641.3,1653.17,1631.31,1634.4,99555.4671,ETH/USDT
2023-09-17T00:00:00.000000000,1634.4,1635.0,1612.0,1622.48,120227.4117,ETH/USDT
2023-09-18T00:00:00.000000000,1622.48,1669.5,1603.88,1636.66,279041.6978,ETH/USDT
2023-09-19T00:00:00.000000000,1636.66,1661.04,1626.32,1643.12,184282.4258,ETH/USDT
2023-09-20T00:00:00.000000000,1643.13,1649.34,1604.51,1622.26,232844.2347,ETH/USDT
2023-09-21T00:00:00.000000000,1622.27,1625.3,1567.77,1583.94,240627.544,ETH/USDT
2023-09-22T00:00:00.000000000,1583.94,1602.68,1576.58,1593.08,124886.091,ETH/USDT
2023-09-23T00:00:00.000000000,1593.07,1598.24,1587.45,1593.86,64537.1341,ETH/USDT
2023-09-24T00:00:00.000000000,1593.85,1601.12,1570.01,1580.71,137517.8533,ETH/USDT
2023-09-25T00:00:00.000000000,1580.71,1597.5,1563.01,1588.33,176706.9277,ETH/USDT
2023-09-26T00:00:00.000000000,1588.34,1599.78,1580.05,1594.01,125583.0161,ETH/USDT
2023-09-27T00:00:00.000000000,1594.02,1634.1,1583.5,1598.64,274404.4328,ETH/USDT
2023-09-28T00:00:00.000000000,1598.63,1668.21,1598.14,1652.99,331409.7015,ETH/USDT
2023-09-29T00:00:00.000000000,1653.0,1688.0,1648.37,1667.45,251975.6728,ETH/USDT
2023-09-30T00:00:00.000000000,1667.45,1694.32,1666.19,1670.89,136924.9141,ETH/USDT
2023-10-01T00:00:00.000000000,1670.89,1751.0,1668.0,1733.79,225611.5868,ETH/USDT
2023-10-02T00:00:00.000000000,1733.8,1744.0,1636.79,1662.4,378575.6898,ETH/USDT
2023-10-03T00:00:00.000000000,1662.41,1670.65,1643.0,1656.88,198287.1164,ETH/USDT
2023-10-04T00:00:00.000000000,1656.88,1657.66,1625.0,1646.58,222861.7167,ETH/USDT
2023-10-05T00:00:00.000000000,1646.58,1655.47,1606.73,1611.79,237378.7449,ETH/USDT
2023-10-06T00:00:00.000000000,1611.79,1662.0,1611.68,1645.03,220507.9286,ETH/USDT
2023-10-07T00:00:00.000000000,1645.03,1647.71,1630.03,1633.57,101241.5732,ETH/USDT
2023-10-08T00:00:00.000000000,1633.56,1641.4,1616.17,1632.84,149424.6635,ETH/USDT
2023-10-09T00:00:00.000000000,1632.85,1636.0,1546.0,1580.13,340141.0988,ETH/USDT
2023-10-10T00:00:00.000000000,1580.13,1594.9,1550.55,1567.63,240659.3287,ETH/USDT
2023-10-11T00:00:00.000000000,1567.62,1578.43,1544.26,1566.87,260253.9671,ETH/USDT
2023-10-12T00:00:00.000000000,1566.86,1568.56,1521.0,1539.61,237221.4977,ETH/USDT
2023-10-13T00:00:00.000000000,1539.61,1575.36,1537.76,1552.16,192205.8736,ETH/USDT
2023-10-14T00:00:00.000000000,1552.16,1561.72,1544.55,1554.94,100314.6754,ETH/USDT
2023-10-15T00:00:00.000000000,1554.94,1567.62,1547.44,1557.77,120311.2738,ETH/USDT
2023-10-16T00:00:00.000000000,1557.78,1639.43,1555.06,1599.42,418510.8644,ETH/USDT
2023-10-17T00:00:00.000000000,1599.41,1600.53,1551.08,1565.01,234817.0699,ETH/USDT
2023-10-18T00:00:00.000000000,1565.01,1585.42,1555.88,1563.44,177750.2253,ETH/USDT
2023-10-19T00:00:00.000000000,1563.45,1574.45,1541.61,1566.57,216217.6675,ETH/USDT
2023-10-20T00:00:00.000000000,1566.57,1630.4,1561.19,1603.89,315995.792,ETH/USDT
2023-10-21T00:00:00.000000000,1603.88,1644.53,1592.36,1628.94,176419.4092,ETH/USDT
2023-10-22T00:00:00.000000000,1628.94,1667.8,1621.1,1663.7,228650.9225,ETH/USDT
2023-10-23T00:00:00.000000000,1663.69,1800.0,1657.07,1765.46,610931.9663,ETH/USDT
2023-10-24T00:00:00.000000000,1765.47,1854.38,1756.21,1784.98,674055.1375,ETH/USDT
2023-10-25T00:00:00.000000000,1784.98,1817.69,1760.0,1787.15,354410.8294,ETH/USDT
2023-10-26T00:00:00.000000000,1787.15,1865.54,1762.21,1803.38,431169.0453,ETH/USDT
2023-10-27T00:00:00.000000000,1803.39,1803.91,1744.66,1779.4,274532.6921,ETH/USDT
2023-10-28T00:00:00.000000000,1779.41,1803.23,1770.0,1776.2,122919.7382,ETH/USDT
2023-10-29T00:00:00.000000000,1776.21,1811.3,1762.66,1795.14,144110.6508,ETH/USDT
2023-10-30T00:00:00.000000000,1795.14,1829.84,1777.77,1809.04,277686.192,ETH/USDT
2023-10-31T00:00:00.000000000,1809.03,1819.41,1780.99,1814.67,258074.5796,ETH/USDT
2023-11-01T00:00:00.000000000,1814.67,1857.66,1783.19,1846.99,471921.6184,ETH/USDT
2023-11-02T00:00:00.000000000,1846.99,1875.0,1785.01,1800.8,368738.2193,ETH/USDT
2023-11-03T00:00:00.000000000,1800.79,1834.58,1777.11,1832.71,315000.2678,ETH/USDT
2023-11-04T00:00:00.000000000,1832.7,1869.9,1824.03,1855.54,171538.0364,ETH/USDT
2023-11-05T00:00:00.000000000,1855.54,1912.67,1846.11,1891.71,383106.7628,ETH/USDT
2023-11-06T00:00:00.000000000,1891.71,1914.23,1868.48,1900.95,328746.2394,ETH/USDT
2023-11-07T00:00:00.000000000,1900.95,1906.99,1850.32,1885.27,332419.4406,ETH/USDT
2023-11-08T00:00:00.000000000,1885.26,1904.69,1872.51,1888.12,247881.0997,ETH/USDT
2023-11-09T00:00:00.000000000,1888.11,2132.0,1882.07,2121.32,1100330.3237,ETH/USDT
2023-11-10T00:00:00.000000000,2121.33,2136.99,2064.61,2077.72,555573.6495,ETH/USDT
2023-11-11T00:00:00.000000000,2077.72,2089.6,2030.3,2053.17,370966.0372,ETH/USDT
2023-11-12T00:00:00.000000000,2053.16,2066.5,2012.1,2044.68,281907.559,ETH/USDT
2023-11-13T00:00:00.000000000,2044.69,2118.0,2028.49,2053.65,529143.5815,ETH/USDT
2023-11-14T00:00:00.000000000,2053.65,2064.96,1936.6,1979.39,481909.733,ETH/USDT
2023-11-15T00:00:00.000000000,1979.4,2062.4,1967.01,2058.48,421870.8032,ETH/USDT
2023-11-16T00:00:00.000000000,2058.49,2090.4,1939.1,1961.77,545286.1297,ETH/USDT
2023-11-17T00:00:00.000000000,1961.77,1991.5,1904.0,1960.82,401100.5069,ETH/USDT
2023-11-18T00:00:00.000000000,1960.82,1971.22,1916.0,1962.6,279368.2208,ETH/USDT
2023-11-19T00:00:00.000000000,1962.59,2015.75,1942.89,2011.47,251132.6192,ETH/USDT
2023-11-20T00:00:00.000000000,2011.47,2066.4,1990.0,2021.4,421717.679,ETH/USDT
2023-11-21T00:00:00.000000000,2021.41,2034.6,1931.43,1933.01,490163.9863,ETH/USDT
2023-11-22T00:00:00.000000000,1933.01,2092.46,1928.41,2063.21,466120.5109,ETH/USDT
2023-11-23T00:00:00.000000000,2063.22,2088.94,2040.35,2062.2,250960.6958,ETH/USDT
2023-11-24T00:00:00.000000000,2062.21,2133.02,2059.37,2080.84,426932.5402,ETH/USDT
2023-11-25T00:00:00.000000000,2080.84,2090.54,2065.3,2083.09,138847.393,ETH/USDT
2023-11-26T00:00:00.000000000,2083.1,2094.99,2036.42,2062.33,241262.9136,ETH/USDT
2023-11-27T00:00:00.000000000,2062.34,2071.24,1985.78,2027.5,326073.2298,ETH/USDT
2023-11-28T00:00:00.000000000,2027.5,2075.0,1995.15,2048.14,283775.9279,ETH/USDT
2023-11-29T00:00:00.000000000,2048.14,2075.7,2019.31,2028.81,254843.7319,ETH/USDT
2023-11-30T00:00:00.000000000,2028.8,2054.75,2020.85,2051.96,243680.0921,ETH/USDT
2023-12-01T00:00:00.000000000,2051.95,2110.87,2045.04,2087.24,372645.586,ETH/USDT
2023-12-02T00:00:00.000000000,2087.24,2186.6,2086.25,2164.74,320979.9768,ETH/USDT
2023-12-03T00:00:00.000000000,2164.75,2217.27,2149.0,2192.95,257879.1136,ETH/USDT
2023-12-04T00:00:00.000000000,2192.96,2274.28,2191.0,2243.37,565307.7134,ETH/USDT
2023-12-05T00:00:00.000000000,2243.36,2309.72,2188.33,2293.33,529829.7214,ETH/USDT
2023-12-06T00:00:00.000000000,2293.33,2312.23,2220.0,2232.7,408338.9056,ETH/USDT
2023-12-07T00:00:00.000000000,2232.7,2382.8,2222.0,2355.73,485190.0609,ETH/USDT
2023-12-08T00:00:00.000000000,2355.74,2392.0,2336.34,2358.72,378569.8126,ETH/USDT
2023-12-09T00:00:00.000000000,2358.71,2403.0,2328.01,2340.49,287771.0664,ETH/USDT
2023-12-10T00:00:00.000000000,2340.48,2377.47,2320.0,2352.39,200037.2102,ETH/USDT
2023-12-11T00:00:00.000000000,2352.39,2355.0,2156.62,2225.12,640414.9166,ETH/USDT
2023-12-12T00:00:00.000000000,2225.11,2244.12,2166.0,2203.46,361588.9087,ETH/USDT
2023-12-13T00:00:00.000000000,2203.47,2284.02,2144.32,2260.16,418916.6154,ETH/USDT
2023-12-14T00:00:00.000000000,2260.16,2332.11,2228.2,2315.32,409508.0931,ETH/USDT
2023-12-15T00:00:00.000000000,2315.32,2317.81,2200.0,2220.5,333552.6328,ETH/USDT
2023-12-16T00:00:00.000000000,2220.51,2263.4,2210.0,2228.96,199285.923,ETH/USDT
2023-12-17T00:00:00.000000000,2228.96,2248.68,2191.5,2196.52,225925.7675,ETH/USDT
2023-12-18T00:00:00.000000000,2196.53,2224.0,2116.6,2219.43,364103.1181,ETH/USDT
2023-12-19T00:00:00.000000000,2219.44,2255.0,2135.55,2177.91,383551.4049,ETH/USDT
2023-12-20T00:00:00.000000000,2177.9,2266.0,2156.0,2202.17,416841.6272,ETH/USDT
2023-12-21T00:00:00.000000000,2202.17,2279.31,2182.98,2239.61,453069.7252,ETH/USDT
2023-12-22T00:00:00.000000000,2239.6,2343.15,2230.59,2324.54,591357.488,ETH/USDT
2023-12-23T00:00:00.000000000,2324.54,2330.65,2265.0,2308.2,255626.9352,ETH/USDT
2023-12-24T00:00:00.000000000,2308.2,2326.19,2245.0,2264.05,307951.076,ETH/USDT
2023-12-25T00:00:00.000000000,2264.04,2304.8,2253.1,2271.35,286277.1616,ETH/USDT
2023-12-26T00:00:00.000000000,2271.36,2274.99,2178.45,2230.88,410413.1591,ETH/USDT
2023-12-27T00:00:00.000000000,2230.88,2392.44,2211.88,2378.35,541537.3574,ETH/USDT
2023-12-28T00:00:00.000000000,2378.35,2445.8,2335.0,2344.15,580459.982,ETH/USDT
2023-12-29T00:00:00.000000000,2344.15,2385.41,2255.34,2299.2,450201.2069,ETH/USDT
2023-12-30T00:00:00.000000000,2299.2,2322.84,2268.0,2291.68,210539.1327,ETH/USDT
2023-12-31T00:00:00.000000000,2291.68,2321.34,2258.88,2281.87,222175.8779,ETH/USDT
2024-01-01T00:00:00.000000000,2281.87,2352.37,2265.24,2352.04,216702.6914,ETH/USDT
2024-01-02T00:00:00.000000000,2352.05,2431.3,2341.0,2355.34,458041.6642,ETH/USDT
2024-01-03T00:00:00.000000000,2355.35,2385.45,2100.0,2209.72,798729.4869,ETH/USDT
2024-01-04T00:00:00.000000000,2209.72,2294.69,2201.91,2267.11,448844.055,ETH/USDT
2024-01-05T00:00:00.000000000,2267.11,2277.21,2206.17,2268.78,405568.0006,ETH/USDT
2024-01-06T00:00:00.000000000,2268.78,2270.0,2216.4,2240.78,194067.8656,ETH/USDT
2024-01-07T00:00:00.000000000,2240.77,2258.01,2203.46,2221.42,207138.6927,ETH/USDT
2024-01-08T00:00:00.000000000,2221.42,2358.2,2166.38,2330.44,539407.5547,ETH/USDT
2024-01-09T00:00:00.000000000,2330.43,2371.72,2226.78,2344.29,551454.9931,ETH/USDT
2024-01-10T00:00:00.000000000,2344.3,2643.1,2339.59,2584.38,1038388.666,ETH/USDT
2024-01-11T00:00:00.000000000,2584.37,2689.39,2566.01,2618.01,838712.2577,ETH/USDT
2024-01-12T00:00:00.000000000,2618.01,2717.32,2458.0,2522.54,887457.7627,ETH/USDT
2024-01-13T00:00:00.000000000,2522.55,2590.0,2497.5,2578.19,422061.232,ETH/USDT
2024-01-14T00:00:00.000000000,2578.18,2578.69,2470.0,2472.87,306207.7463,ETH/USDT
2024-01-15T00:00:00.000000000,2472.87,2553.82,2470.92,2511.78,315247.8819,ETH/USDT
2024-01-16T00:00:00.000000000,2511.79,2614.43,2500.05,2587.4,381077.6247,ETH/USDT
2024-01-17T00:00:00.000000000,2587.41,2592.97,2506.75,2530.19,366281.3477,ETH/USDT
2024-01-18T00:00:00.000000000,2530.2,2550.0,2428.56,2470.81,452090.1074,ETH/USDT
2024-01-19T00:00:00.000000000,2470.81,2504.2,2415.2,2492.0,424209.0029,ETH/USDT
2024-01-20T00:00:00.000000000,2491.99,2492.0,2454.2,2472.01,136620.9577,ETH/USDT
2024-01-21T00:00:00.000000000,2472.02,2482.18,2452.13,2457.05,122572.1687,ETH/USDT
2024-01-22T00:00:00.000000000,2457.06,2466.1,2303.59,2314.2,526337.6492,ETH/USDT
2024-01-23T00:00:00.000000000,2314.19,2352.23,2168.07,2242.6,700105.3314,ETH/USDT
2024-01-24T00:00:00.000000000,2242.6,2264.6,2196.12,2235.02,359851.1496,ETH/USDT
2024-01-25T00:00:00.000000000,2235.02,2242.89,2171.3,2218.64,330426.6061,ETH/USDT
2024-01-26T00:00:00.000000000,2218.64,2282.36,2195.84,2267.68,363566.4255,ETH/USDT
2024-01-27T00:00:00.000000000,2267.67,2282.94,2251.4,2267.94,145109.3836,ETH/USDT
2024-01-28T00:00:00.000000000,2267.94,2308.24,2239.89,2256.9,209326.9087,ETH/USDT
2024-01-29T00:00:00.000000000,2256.9,2322.34,2233.8,2317.6,305528.0776,ETH/USDT
2024-01-30T00:00:00.000000000,2317.61,2391.98,2297.0,2343.01,372879.5791,ETH/USDT
2024-01-31T00:00:00.000000000,2343.0,2351.6,2263.57,2283.14,397116.1859,ETH/USDT
2024-02-01T00:00:00.000000000,2283.15,2311.72,2240.0,2304.28,310997.4538,ETH/USDT
2024-02-02T00:00:00.000000000,2304.28,2324.74,2281.94,2309.06,238230.511,ETH/USDT
2024-02-03T00:00:00.000000000,2309.07,2329.98,2292.75,2296.49,133232.845,ETH/USDT
2024-02-04T00:00:00.000000000,2296.5,2311.0,2266.0,2289.79,171232.0444,ETH/USDT
2024-02-05T00:00:00.000000000,2289.79,2338.41,2269.11,2301.83,236610.412,ETH/USDT
2024-02-06T00:00:00.000000000,2301.84,2392.4,2299.0,2372.64,368942.7498,ETH/USDT
2024-02-07T00:00:00.000000000,2372.63,2444.44,2354.0,2425.1,342791.7013,ETH/USDT
2024-02-08T00:00:00.000000000,2425.09,2463.15,2411.01,2419.55,338040.0539,ETH/USDT
2024-02-09T00:00:00.000000000,2419.56,2525.0,2419.16,2486.56,492384.385,ETH/USDT
2024-02-10T00:00:00.000000000,2486.56,2516.45,2471.57,2500.24,185099.59,ETH/USDT
2024-02-11T00:00:00.000000000,2500.24,2539.63,2493.45,2507.21,219975.1471,ETH/USDT
2024-02-12T00:00:00.000000000,2507.22,2665.58,2472.0,2659.99,449501.776,ETH/USDT
2024-02-13T00:00:00.000000000,2659.99,2686.12,2590.0,2639.99,502447.745,ETH/USDT
2024-02-14T00:00:00.000000000,2639.99,2786.0,2618.4,2774.81,461670.6944,ETH/USDT
2024-02-15T00:00:00.000000000,2774.8,2867.65,2759.25,2822.59,481689.1874,ETH/USDT
2024-02-16T00:00:00.000000000,2822.58,2857.4,2740.0,2801.8,378070.8037,ETH/USDT
2024-02-17T00:00:00.000000000,2801.81,2804.21,2719.01,2785.93,243302.8759,ETH/USDT
2024-02-18T00:00:00.000000000,2785.92,2895.0,2764.25,2881.2,367987.8833,ETH/USDT
2024-02-19T00:00:00.000000000,2881.2,2984.52,2856.93,2944.8,446451.0401,ETH/USDT
2024-02-20T00:00:00.000000000,2944.8,3033.09,2874.56,3014.81,634681.7471,ETH/USDT
2024-02-21T00:00:00.000000000,3014.81,3017.15,2868.0,2967.9,595955.0033,ETH/USDT
2024-02-22T00:00:00.000000000,2967.91,3036.02,2906.51,2971.4,563525.9936,ETH/USDT
2024-02-23T00:00:00.000000000,2971.4,2993.8,2906.05,2922.24,428826.5787,ETH/USDT
2024-02-24T00:00:00.000000000,2922.25,3007.48,2906.4,2992.62,243854.0783,ETH/USDT
2024-02-25T00:00:00.000000000,2992.62,3122.0,2983.61,3112.59,412306.2237,ETH/USDT
2024-02-26T00:00:00.000000000,3112.6,3196.0,3036.59,3175.94,546722.7747,ETH/USDT
2024-02-27T00:00:00.000000000,3175.95,3288.14,3160.02,3242.36,625939.1221,ETH/USDT
2024-02-28T00:00:00.000000000,3242.35,3488.0,3176.16,3383.1,947538.766,ETH/USDT
2024-02-29T00:00:00.000000000,3383.11,3522.81,3300.0,3340.09,759698.1123,ETH/USDT
2024-03-01T00:00:00.000000000,3340.1,3450.0,3338.54,3433.43,412788.5773,ETH/USDT
2024-03-02T00:00:00.000000000,3433.42,3460.04,3390.01,3421.4,283984.9448,ETH/USDT
2024-03-03T00:00:00.000000000,3421.39,3491.8,3360.0,3487.81,341631.531,ETH/USDT
2024-03-04T00:00:00.000000000,3487.8,3640.94,3423.78,3627.76,715360.6361,ETH/USDT
2024-03-05T00:00:00.000000000,3627.75,3822.04,3200.0,3553.65,1392904.864,ETH/USDT
2024-03-06T00:00:00.000000000,3553.66,3900.0,3499.4,3818.59,969494.71,ETH/USDT
2024-03-07T00:00:00.000000000,3818.58,3933.81,3735.0,3868.76,540780.675,ETH/USDT
2024-03-08T00:00:00.000000000,3868.76,3993.75,3820.0,3883.36,646399.2589,ETH/USDT
2024-03-09T00:00:00.000000000,3883.37,3942.0,3870.01,3905.21,254839.1386,ETH/USDT
2024-03-10T00:00:00.000000000,3905.2,3964.67,3791.26,3878.47,356664.68,ETH/USDT
2024-03-11T00:00:00.000000000,3878.47,4086.23,3722.95,4064.8,721554.5139,ETH/USDT
2024-03-12T00:00:00.000000000,4064.8,4093.92,3828.98,3979.96,632787.3941,ETH/USDT
2024-03-13T00:00:00.000000000,3979.97,4083.0,3932.23,4004.79,482305.7766,ETH/USDT
2024-03-14T00:00:00.000000000,4004.79,4010.98,3723.0,3881.7,648237.5245,ETH/USDT
2024-03-15T00:00:00.000000000,3881.69,3934.02,3570.0,3742.19,947537.4071,ETH/USDT
2024-03-16T00:00:00.000000000,3742.19,3781.12,3468.8,3523.09,548288.1569,ETH/USDT
2024-03-17T00:00:00.000000000,3523.09,3678.68,3412.0,3644.71,517790.9936,ETH/USDT
2024-03-18T00:00:00.000000000,3644.7,3645.02,3454.09,3520.46,570901.2851,ETH/USDT
2024-03-19T00:00:00.000000000,3520.47,3548.09,3150.88,3158.64,1049629.6936,ETH/USDT
2024-03-20T00:00:00.000000000,3158.65,3535.24,3056.56,3516.53,1207322.8201,ETH/USDT
2024-03-21T00:00:00.000000000,3516.53,3587.32,3412.0,3492.85,602755.2072,ETH/USDT
